-DOCSTART- -X- -X- O
JJ ADJP O I-GENUS
instrument NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
handle VV B-VP O
attached VVN I-VP O
to TO B-PP O
a DT I-PP O
blade NN I-PP O
used VVN B-VP O
for IN B-PP O
cutting VVG I-PP O
. . O O

A DT B-NP O
Knockout NP I-NP B-TERM
( ( O O
also RB B-VP O
referred VVN I-VP O
to TO B-PP O
as IN I-PP O
a DT I-PP O
K. NP I-PP O
O. NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
winning JJ B-NP B-HYPER
criterion NN I-NP I-HYPER
in IN B-PP O
several JJ I-PP O
full-contact NN I-PP O
combat NN I-PP O
sports NNS I-PP O
, , O O
JJ ADJP O O
as IN B-PP O
boxing NN I-PP O
, , O O
kickboxing NN B-NP O
, , O O
Muay NP B-NP O
Thai NP I-NP O
, , O O
JJ ADJP O O
martial JJ B-NP O
arts NNS I-NP O
and CC O O
others NNS B-NP O
sports NNS I-NP O
involving VVG B-VP O
striking JJ B-NP O
. . O O

A DT B-NP O
Knout NP I-NP B-TERM
( ( O O
/ˈnaʊt/ NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
heavy NN I-NP I-GENUS
scourge-like JJ I-NP I-GENUS
multiple JJ I-NP I-GENUS
whip NN B-NP B-HYPER
, , O O
RB ADVP O O
made VVN B-VP O
of IN B-PP O
a DT I-PP O
bunch NN I-PP O
of IN I-PP O
rawhide NN I-PP O
thongs NNS I-PP O
attached VVN B-VP O
to TO B-PP O
a DT I-PP O
RB ADJP O O
handle VV B-VP O
, , O O
RB ADVP O O
with IN B-PP O
metal NN I-PP O
wire NN I-PP O
or CC O O
hooks VVZ B-VP O
incorporated VVN I-VP O
. . O O

The DT I-NP O
Komondor NP I-NP B-TERM
( ( O O
lat NN B-NP O
. SENT O O
Canis NP B-NP O
familiaris NP I-NP O
pastorialis NN I-NP O
villosus NN I-NP O
hungaricus NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
livestock NN I-NP I-GENUS
guardian NN I-NP I-GENUS
dog NN B-NP B-HYPER
breed NN I-NP I-HYPER
RB ADVP O O
from IN B-PP O
Hungary NP I-PP O
. . O O

The DT B-NP O
Kora NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
21-string NN I-NP I-GENUS
harp-lute NN B-NP B-HYPER
used VVN B-VP O
RB ADVP O O
by IN B-PP O
peoples NNS I-PP O
in IN I-PP O
West NP I-PP O
Africa NP I-PP O
. . O O

Koran-recitation NN B-NP B-TERM
is VBZ B-VP O
an DT B-NP O
important JJ I-NP O
kind NN I-NP O
of IN B-PP O
unaccompanied JJ B-PP B-GENUS
religious JJ B-PP B-HYPER
performance NN I-PP I-HYPER
. . O O

In IN B-PP O
Japanese NP I-PP O
Shinto NP I-PP O
, , I-PP O
Kotoamatsukami NP I-PP B-TERM
( ( O O
別天神 NP B-NP O
, , O O
RB ADVP O O
means VVZ B-VP O
" `` O O
distinguishing VVG B-VP O
heavenly JJ B-NP O
kami NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
the DT B-NP O
collective JJ I-NP O
name NN I-NP O
for IN B-PP O
the NP B-PP B-GENUS
first JJ B-NP I-GENUS
powers NNS B-NP B-HYPER
which WDT B-NP O
came VVD B-VP O
into IN B-PP O
existence NN I-PP O
at IN I-PP O
the DT I-PP O
time NN I-PP O
of IN I-PP O
the DT I-PP O
creation NN I-PP O
of IN I-PP O
the DT I-PP O
universe NN I-PP O
. . O O

Kraftwerk NN B-NP B-TERM
, , O O
released VVN B-VP O
in IN B-PP O
1970 CD I-PP O
, , O O
and CC O O
Kraftwerk NP B-NP O
2 CD I-NP O
, , O O
released VVN B-VP O
in IN B-PP O
1972 CD I-PP O
, , O O
were VBD B-VP O
mostly RB B-NP B-GENUS
exploratory JJ I-NP I-GENUS
jam NN B-NP B-HYPER
music NN I-NP I-HYPER
, , O O
played VVN B-VP O
on IN B-PP O
a DT I-PP O
variety NN I-PP O
of IN I-PP O
traditional JJ I-PP O
instruments NNS I-PP O
including VVG B-VP O
guitar NN B-NP O
, , O O
bass NN B-NP O
, , I-NP O
drums NNS I-NP O
, , I-NP O
electric JJ I-NP O
organ NN I-NP O
, , I-NP O
flute NN I-NP O
and CC I-NP O
violin NN I-NP O
. . O O

The DT I-NP O
Krag-Jørgensen NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
repeating JJ I-NP I-GENUS
bolt NN I-NP I-GENUS
action NN I-NP I-GENUS
rifle NN B-NP B-HYPER
designed VVN B-VP O
by IN B-PP O
the DT I-PP O
Norwegians NPS I-PP O
Ole NP I-PP O
Herman NP I-PP O
Johannes NP I-PP O
Krag NP I-PP O
and CC I-PP O
Erik NP I-PP O
Jørgensen NP I-PP O
in IN I-PP O
the DT I-PP O
late JJ I-PP O
19th JJ I-PP O
century NN I-PP O
. . O O

In IN I-PP O
Polish NP I-PP O
, , O O
Kraków NP B-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
possessive JJ B-NP B-HYPER
form NN I-NP I-HYPER
of IN B-PP O
Krak NP I-PP O
and CC O O
RB ADVP O O
means VVZ B-VP O
" `` O O
Krak NP B-NP O
's POS I-NP O
( ( I-NP O
town NN I-NP O
) ) O O
" '' B-NP O
. . O O

The DT I-NP O
word NN I-NP O
Kryptonite NN I-NP B-TERM
is VBZ B-VP O
also RB I-VP O
used VVN I-VP O
in IN B-PP O
speech NN I-PP O
as IN I-PP O
a DT I-PP O
synonym NN B-NP O
for IN B-PP O
Achilles NP B-PP B-HYPER
' POS I-PP I-HYPER
heel NN B-NP I-HYPER
, , O O
the DT B-NP O
one CD I-NP O
weakness NN I-NP O
of IN B-PP O
an DT I-PP O
otherwise RB I-PP O
invulnerable JJ I-PP O
hero NN I-PP O
. . O O

The DT B-NP O
Kurfürstendamm NP I-NP B-TERM
, , O O
known VVN B-VP O
RB ADVP O O
as IN B-PP O
the DT I-PP O
Ku'damm NP I-PP O
, , O O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
most RBS I-PP I-GENUS
JJ ADJP O I-GENUS
avenues NNS B-NP B-HYPER
in IN B-PP O
Berlin NP I-PP O
, , B-PP O
Germany NP I-PP O
. . O O

A DT B-NP O
Künstlerroman NP I-NP B-TERM
( ( O O
/ˈkʏnstlɐ.ʁoˌmaːn/ NN B-NP O
, , O O
German NP B-NP O
: : O O
" `` O O
artist NN B-NP O
's POS I-NP O
novel NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
specific JJ I-NP O
sub-genre NN I-NP O
of IN B-PP O
Bildungsroman NP B-NP B-HYPER
; : O O
it PP B-NP O
is VBZ B-VP O
a DT B-NP O
novel NN I-NP O
about IN B-PP O
an DT I-PP O
artist NN I-PP O
's POS I-PP O
growth NN B-NP O
to TO B-PP O
maturity NN I-PP O
. . O O

The DT B-NP O
Labarum NP I-NP B-TERM
( ( O O
λάβαρον NN B-NP O
) ) O O
was VBD B-VP O
a DT B-NP B-GENUS
military JJ B-NP B-HYPER
standard NN I-NP I-HYPER
that WDT B-NP O
displayed VVD B-VP O
the DT B-NP O
first JJ I-NP O
two CD I-NP O
Greek JJ I-NP O
letters NNS I-NP O
of IN B-PP O
the DT I-PP O
word NN I-PP O
" `` I-PP O
Christ NP I-PP O
" '' O O
( ( O O
Greek NP B-NP O
: : O O
ΧΡΙΣΤΟΣ NN B-NP O
, , O O
or CC O O
JJ ADJP O O
) ) B-NP O
- : O O
Chi NP B-NP O
( ( O O
χ NN B-NP O
) ) O O
and CC O O
Rho NP B-NP O
( ( O O
ρ NN B-NP O
) ) O O
. . O O

In IN B-PP O
Greek JJ I-PP O
mythology NN I-PP O
, , O O
the DT B-NP O
Labyrinth NP I-NP B-TERM
( ( I-NP O
Greek JJ I-NP O
λαβύρινθος NN I-NP O
; : O O
labyrinthos NNS B-NP O
) ) O O
was VBD B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
structure NN B-NP B-HYPER
designed VVN B-VP O
and CC O O
built VVN B-VP O
by IN B-PP O
the DT I-PP O
legendary JJ I-PP O
artificer NN I-PP O
Daedalus NN I-PP O
for IN I-PP O
King NP I-PP O
Minos NP I-PP O
of IN I-PP O
Crete NP I-PP O
at IN I-PP O
Knossos NP I-PP O
. . O O

The DT B-NP O
order NN I-NP O
Lamiales NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
taxon NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
asterid JJ I-PP O
group NN I-PP O
of IN I-PP O
JJ ADJP O O
flowering VVG B-VP O
plants NNS B-NP O
. . O O

Landscape-assessment NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
sub-category NN I-NP O
of IN B-PP O
environmental JJ B-PP B-HYPER
assessment NN I-PP I-HYPER
( ( O I-HYPER
or CC O I-HYPER
EIA NP B-NP I-HYPER
) ) O I-HYPER
concerned VVN B-VP O
with IN B-PP O
quality NN I-PP O
assessment NN I-PP O
of IN I-PP O
the DT I-PP O
landscape NN I-PP O
. . O O

A DT B-NP O
Language NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
dynamic JJ I-NP I-GENUS
set NN I-NP I-GENUS
of IN B-PP I-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
or CC B-NP I-GENUS
tactile JJ I-NP I-GENUS
symbols NNS B-NP B-HYPER
of IN B-PP O
communication NN I-PP O
and CC O O
the DT B-NP O
elements NNS I-NP O
used VVN B-VP O
to TO I-VP O
manipulate VV I-VP O
them PP B-NP O
. . O O

Larissa NN I-NP B-TERM
( ( O O
Greek NP B-NP O
: : O O
Λάρισα NN B-NP O
, , O O
/ˈlarisa/ NP B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
capital NN I-NP I-GENUS
city NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Thessaly NP I-PP O
periphery NN I-PP O
of IN I-PP O
Greece NP I-PP O
, , O O
and CC O O
capital NN B-NP O
of IN B-PP O
the DT I-PP O
Larissa NP I-PP O
Prefecture NP I-PP O
. . O O

A DT B-NP O
Laser NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
electronic-optical JJ B-NP B-HYPER
device NN I-NP I-HYPER
that WDT B-NP O
emits VVZ B-VP O
coherent JJ B-NP O
light JJ I-NP O
radiation NN I-NP O
. . O O

The DT I-NP O
Laurales NP I-NP B-TERM
are VBP B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
. . O O

Law NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
system NN B-NP B-HYPER
of IN B-PP I-HYPER
rules NNS B-NP I-HYPER
of IN B-PP O
conduct NN I-PP O
established VVN B-VP O
by IN B-PP O
the DT I-PP O
sovereign JJ I-PP O
government NN I-PP O
of IN I-PP O
a DT I-PP O
society NN I-PP O
to TO B-VP O
correct VV I-VP O
wrongs NNS B-NP O
, , O O
maintain VVP B-VP O
stability NN B-NP O
, , O O
and CC O O
deliver VV B-VP O
justice NN B-NP O
. . O O

A DT I-NP O
Lawyer NP I-NP B-TERM
, , O O
according VVG B-VP O
to TO B-PP O
Black NP I-PP O
's POS I-PP O
Law NP B-NP O
Dictionary NP I-NP O
, , O O
is VBZ B-VP O
" `` O B-GENUS
a DT B-NP I-GENUS
person NN B-NP B-HYPER
learned VVN B-VP O
in IN B-PP O
the DT I-PP O
law NN I-PP O
; : O O
as IN O O
an DT B-NP O
attorney NN I-NP O
, , I-NP O
counsel NN I-NP O
or CC I-NP O
solicitor NN I-NP O
; : O O
a DT B-NP O
person NN I-NP O
licensed VVD B-VP O
to TO I-VP O
practice VV I-VP O
law NN B-NP O
. SENT O O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Lemma NP I-NP B-TERM
( ( O O
plural JJ B-NP O
lemmata NNS I-NP O
or CC I-NP O
lemmas NNS I-NP O
; : O O
from IN B-PP O
the DT I-PP O
Greek JJ I-PP O
λήμμα NN I-PP O
, , O O
" `` O O
lemma NN B-NP O
" '' O O
meaning VVG B-VP O
" '' O O
anything NN B-NP O
which WDT I-NP O
is VBZ B-VP O
received VVN I-VP O
, , O O
such JJ B-NP O
as IN B-PP O
a DT I-PP O
gift NN I-PP O
, , O O
profit NN B-NP O
, , O O
or CC O O
a DT B-NP O
bribe NN I-NP O
. SENT O O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
proven JJ B-NP B-HYPER
proposition NN I-NP I-HYPER
which WDT B-NP O
is VBZ B-VP O
used VVN I-VP O
as IN B-PP O
a DT I-PP O
stepping VVG I-PP O
stone NN I-PP O
to TO I-PP O
a DT I-PP O
larger JJR I-PP O
result NN I-PP O
RB ADVP O O
than IN B-PP O
as IN O O
a DT B-NP O
statement NN I-NP O
JJ ADJP O O
itself PP B-NP O
. . O O

Lempo NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
sort NN I-NP O
of IN B-PP O
fiend NN B-PP B-HYPER
from IN B-PP O
Finnish JJ I-PP O
folklore NN I-PP O
and CC I-PP O
mythology NN I-PP O
, , O O
who WP B-NP O
appears VVZ B-VP O
in IN B-PP O
the DT I-PP O
Kalevala NP I-PP O
. . O O

A DT B-NP O
Lens NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
optical JJ B-NP B-HYPER
device NN I-NP I-HYPER
with IN B-PP O
perfect JJ I-PP O
or CC I-PP O
approximate JJ I-PP O
axial JJ I-PP O
symmetry NN I-PP O
which WDT B-NP O
transmits VVZ B-VP O
and CC I-VP O
refracts VVZ I-VP O
JJ ADJP O O
, , O O
converging VVG B-VP O
or CC I-VP O
diverging VVG I-VP O
the DT B-NP O
beam NN I-NP O
. . O O

A DT I-NP O
Lesbian NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
woman NN B-NP B-HYPER
who WP B-NP O
is VBZ B-VP O
RB ADVP O O
and CC O O
sexually RB B-VP O
attracted VVD I-VP O
RB ADVP O O
to TO B-PP O
other JJ I-PP O
women NNS I-PP O
. . O O

In IN I-PP O
Classical NP I-PP O
Greek NP I-PP O
, , I-PP O
Lethe NP I-PP B-TERM
( ( O O
/ˈlɛːtʰɛː/ NP B-NP O
; : O O
/ˈliθi/ NP B-NP O
) ) O O
RB ADVP O O
means VVZ B-VP O
forgetfulness NN B-NP B-HYPER
" '' B-NP O
or CC O O
" `` O O
concealment NN B-NP B-HYPER
" '' B-NP O
. . O O

A DT I-NP O
Letter NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
written JJ B-NP B-HYPER
message NN I-NP I-HYPER
from IN B-PP O
one CD I-PP O
person NN I-PP O
to TO I-PP O
another DT I-PP O
. . O O

The DT B-NP O
Levant NP I-NP B-TERM
( ( O O
/ləˈvænt/ NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP O
geographical JJ I-NP O
term NN I-NP O
that WDT I-NP O
denotes VVZ B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
area NN B-NP B-HYPER
in IN B-PP O
Western NP I-PP O
Asia NP I-PP O
, , O O
roughly RB B-VP O
bounded VVN I-VP O
on IN B-PP O
the DT I-PP O
north NN I-PP O
by IN I-PP O
the DT I-PP O
Taurus NP I-PP O
Mountains NP I-PP O
, , O O
on IN B-PP O
the DT I-PP O
south NN I-PP O
by IN I-PP O
the DT I-PP O
Arabian NP I-PP O
Desert NP I-PP O
, , O O
and CC O O
on IN B-PP O
the DT I-PP O
west NN I-PP O
by IN I-PP O
the DT I-PP O
Mediterranean NP I-PP O
Sea NP I-PP O
, , O O
while IN O O
on IN B-PP O
the DT I-PP O
east JJ I-PP O
it PP B-NP O
extends VVZ B-VP O
into IN B-PP O
Upper NP I-PP O
Mesopotamia NP I-PP O
; : O O
RB ADVP O O
, , O O
some DT B-NP O
definitions NNS I-NP O
include VVP B-VP O
nearly RB B-NP O
all RB I-NP O
of IN B-PP O
Mesopotamia NP I-PP O
. . O O

A DT B-NP O
Lexeme NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
abstract JJ B-NP B-HYPER
unit NN I-NP I-HYPER
of IN B-PP O
morphological JJ I-PP O
analysis NN I-PP O
in IN I-PP O
linguistics NNS I-PP O
, , O O
that WDT B-NP O
roughly RB B-VP O
corresponds VVZ I-VP O
to TO I-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
forms NNS I-PP O
taken VVN B-VP O
by IN B-PP O
a DT I-PP O
single JJ I-PP O
word NN I-PP O
. . O O

A DT B-NP O
Lexicographer NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
person NN B-NP B-HYPER
devoted VVN B-VP O
to TO B-PP O
the DT I-PP O
study NN I-PP O
of IN I-PP O
lexicography NN I-PP O
, , O O
RB ADVP O O
an DT B-NP O
author NN I-NP O
of IN B-PP O
a DT I-PP O
dictionary NN I-PP O
. . O O

The DT B-NP O
Lhop NP I-NP B-TERM
or CC I-NP O
Doya NP I-NP O
are VBP B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
tribe NN B-NP B-HYPER
of IN B-PP O
southwest JJS I-PP O
Bhutan NP I-PP O
. . O O

A DT B-NP O
Library NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
collection NN I-NP I-GENUS
of IN B-PP I-GENUS
information NN B-NP B-HYPER
, , O O
sources NNS B-NP B-HYPER
, , O O
resources NNS B-NP B-HYPER
, , O O
and CC O O
services NNS B-NP B-HYPER
: : O O
it PP B-NP O
is VBZ B-VP O
organized VVN I-VP O
for IN B-PP O
use NN I-PP O
and CC O O
maintained VVN B-VP O
by IN B-PP O
a DT I-PP O
public JJ I-PP O
body NN I-PP O
, , O O
an DT B-NP O
institution NN I-NP O
, , O O
or CC O O
a DT B-NP O
private JJ I-NP O
individual NN I-NP O
. . O O

In IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
a DT I-PP O
fluid JJ I-PP O
flow NN I-PP O
JJ ADJP O O
to TO B-PP O
a DT I-PP O
body NN I-PP O
, , O O
the DT B-NP O
Lift-force NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
vector NN B-NP B-HYPER
components NNS I-NP I-HYPER
of IN B-PP O
the NP I-PP O
aerodynamic JJ B-NP O
force NN I-NP O
that WDT B-NP O
is VBZ B-VP O
JJ ADJP O O
to TO B-PP O
the DT I-PP O
flow NN I-PP O
direction NN I-PP O
. . O O

In IN I-PP O
anatomy NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Ligament NN I-NP B-TERM
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
denote VV I-VP O
three CD B-NP O
different JJ I-NP O
types NNS I-NP O
of IN B-PP O
structures NNS B-PP B-GENUS
: : O I-GENUS
Fibrous JJ B-NP B-HYPER
tissue NN I-NP I-HYPER
that WDT B-NP O
connects VVZ B-VP O
bones NNS B-NP O
to TO B-PP O
other JJ I-PP O
bones NNS I-PP O
. . O O

In IN I-PP O
biochemistry NN I-PP O
, , O O
a DT B-NP O
Ligase NP I-NP B-TERM
( ( O O
from IN B-PP O
the DT I-PP O
Latin JJ I-PP O
verb NN I-PP O
ligāre NN B-NP O
- : O O
" `` B-NP O
to TO B-PP O
bind NN I-PP O
" '' O O
or CC O O
" `` B-NP O
to TO B-PP O
glue NN I-PP O
RB ADVP O O
" '' O O
) ) O O
is VBZ B-VP O
an DT B-NP B-GENUS
enzyme NN B-NP B-HYPER
that WDT B-NP O
can MD B-VP O
catalyse VV I-VP O
the DT B-NP O
joining VVG I-NP O
of IN B-PP O
the DT I-PP O
sugar NN I-PP O
phosphate NN I-PP O
backbones NNS I-PP O
of IN I-PP O
Okazaki NP I-PP O
fragments NNS I-PP O
of IN I-PP O
DNA NP I-PP O
. . O O

In IN I-PP O
a DT I-PP O
scientific JJ I-PP O
context NN I-PP O
, , O O
the DT B-NP O
word NN I-NP O
Light NN I-NP B-TERM
is VBZ B-VP O
sometimes RB I-VP O
used VVN I-VP O
to TO I-VP O
refer VV I-VP O
to TO B-PP O
the DT B-PP B-GENUS
entire NN I-PP I-GENUS
electromagnetic JJ B-NP B-HYPER
spectrum NN I-NP I-HYPER
. . O O

In IN I-PP O
Roman NP I-PP O
Catholic NP I-PP O
theology NN I-PP O
, , O O
Limbo NP B-NP B-TERM
( ( O O
Latin NP B-NP O
limbus NN I-NP O
, , I-NP O
edge NN I-NP O
or CC I-NP O
boundary NN I-NP O
, , O O
referring VVG B-VP O
to TO B-PP O
the DT I-PP O
" `` I-PP O
edge NN I-PP O
" '' O O
of IN B-PP O
Hell NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
afterlife NN B-NP B-HYPER
condition NN I-NP I-HYPER
of IN B-PP O
those DT I-PP O
who WP B-NP O
die VVP B-VP O
in IN B-PP O
original JJ I-PP O
sin NN I-PP O
without IN I-PP O
being VBG B-VP O
assigned VVN I-VP O
to TO B-PP O
the DT I-PP O
Hell NN I-PP O
of IN I-PP O
the DT I-PP O
damned RB I-PP O
( ( O O
gehenna NN B-NP O
) ) O O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
the DT B-NP O
concept NN I-NP O
of IN B-PP O
a DT I-PP O
" `` I-PP O
Limit NP I-PP B-TERM
" '' O O
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
describe VV I-VP O
the DT B-NP B-GENUS
behavior NN B-NP B-HYPER
of IN B-PP I-HYPER
a DT I-PP I-HYPER
function NN I-PP I-HYPER
as NNS B-PP O
its PP$ B-NP O
argument NN I-NP O
either CC O O
" `` O O
gets VVZ B-VP O
close NN B-NP O
" '' O O
to TO B-PP O
some DT I-PP O
point NN I-PP O
, , O O
or CC O O
as IN O O
the DT B-NP O
argument NN I-NP O
becomes VVZ B-VP O
RB ADJP O O
JJ ADJP O O
. . O O

In IN I-PP O
computer NN I-PP O
programming NN I-PP O
, , O O
Lint NP B-NP B-TERM
was VBD B-VP O
the DT B-NP O
name NN I-NP O
originally RB B-VP O
given VVN I-VP O
to TO B-PP O
a DT B-PP B-GENUS
particular NN I-PP I-GENUS
program NN B-NP B-HYPER
that WDT B-NP O
flagged VVD B-VP O
suspicious JJ B-NP O
and CC I-NP O
non-portable JJ I-NP O
constructs NNS I-NP O
( ( O O
JJ ADJP O O
to TO B-VP O
be VB I-VP O
bugs NNS B-NP O
) ) O O
in IN B-PP O
C NP I-PP O
language NN I-PP O
source NN I-PP O
code NN I-PP O
. . O O

A DT I-NP O
Liqueur NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
sweet NN I-NP I-GENUS
alcoholic JJ B-NP B-HYPER
beverage NN I-NP I-HYPER
, , O O
RB ADVP O O
flavored VVN B-VP O
with IN B-PP O
fruits NNS I-PP O
, , I-PP O
herbs NNS I-PP O
, , I-PP O
spices NNS I-PP O
, , I-PP O
flowers NNS I-PP O
, , I-PP O
seeds NNS I-PP O
, , I-PP O
roots NNS I-PP O
, , I-PP O
plants NNS I-PP O
, , I-PP O
barks NNS I-PP O
, , O O
and CC O O
RB ADVP O O
cream NN B-NP O
. . O O

Lisp NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
computer NN B-PP B-GENUS
programming VVG B-VP B-HYPER
languages NNS B-NP I-HYPER
with IN B-PP O
a DT I-PP O
long JJ I-PP O
history NN I-PP O
and CC O O
a DT B-NP O
distinctive JJ I-NP O
, , I-NP O
fully RB I-NP O
parenthesized VVN I-NP O
syntax NN I-NP O
. . O O

Titus NP B-NP O
Livius NP I-NP O
( ( O O
traditionally RB B-NP O
59 CD I-NP O
BC NP I-NP O
- : O O
AD NP B-NP O
17 CD I-NP O
) ) O O
, , O O
known VVN B-VP O
as IN B-PP O
Livy NP I-PP B-TERM
in IN I-PP O
English NP I-PP O
, , O O
was VBD B-VP O
a DT B-NP B-GENUS
Roman NPS I-NP I-GENUS
historian NN B-NP B-HYPER
who WP B-NP O
wrote VVD B-VP O
a DT B-NP O
monumental JJ I-NP O
history NN I-NP O
of IN B-PP O
Rome NP I-PP O
, , O O
Ab NP B-NP O
Urbe NP I-NP O
Condita NP I-NP O
, , O O
from IN B-PP O
its PP$ I-PP O
founding NN I-PP O
( ( O O
traditionally RB B-VP O
dated VVN I-VP O
to TO B-PP O
753 CD I-PP O
BC NP I-PP O
) ) I-PP O
through IN I-PP O
the DT I-PP O
reign NN I-PP O
of IN I-PP O
Augustus NP I-PP O
in IN I-PP O
Livy NP I-PP O
's POS I-PP O
own JJ B-NP O
time NN I-NP O
. . O O

The DT I-NP O
Llama NP I-NP B-TERM
( ( O O
Lama NP B-NP O
glama NP I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
South NP I-NP I-GENUS
American NP I-NP I-GENUS
camelid NN B-NP B-HYPER
, , O O
RB ADVP O O
used VVN B-VP O
as IN B-PP O
a DT I-PP O
pack NN I-PP O
animal NN I-PP O
by IN I-PP O
the DT I-PP O
Incas NP I-PP O
and CC O O
other JJ B-NP O
natives NNS I-NP O
of IN B-PP O
the DT I-PP O
Andes NP I-PP O
mountains NNS I-PP O
. . O O

Lleida NP B-NP O
( ( O O
Standard NP B-NP O
Central NP I-NP O
Catalan NP I-NP O
/ˈʎejðə/ NP I-NP O
or CC O O
North-Western NP B-NP O
Catalan NP I-NP O
/ˈʎejðɛ/ NN I-NP O
; : O O
Castillian NP B-NP O
Lérida NP I-NP O
/ˈleɾiða/ NN I-NP O
, , O O
RB ADVP O O
RB ADVP O O
referred VVN B-VP O
as IN B-PP O
Lleida NP I-PP B-TERM
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
city NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
west NN I-PP O
of IN I-PP O
Catalonia NP I-PP O
, , O O
Spain NP B-NP O
. . O O

A DT I-NP O
Locomotive NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
railway NN I-NP I-GENUS
vehicle NN B-NP B-HYPER
that WDT B-NP O
provides VVZ B-VP O
the DT B-NP O
motive NN I-NP O
power NN I-NP O
for IN B-PP O
a DT I-PP O
train NN I-PP O
. . O O

Loglan NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
constructed VVN I-NP I-GENUS
language NN B-NP B-HYPER
originally RB B-VP O
designed VVN I-VP O
for IN B-PP O
linguistic JJ I-PP O
research NN I-PP O
, , O O
RB ADVP O O
for IN B-PP O
investigating VVG B-VP O
the DT B-NP O
Sapir-Whorf NP I-NP O
Hypothesis NP I-NP O
. . O O

The DT I-NP O
Lombards NP I-NP B-TERM
( ( O O
Latin NP B-NP O
Langobardi NP I-NP O
, , O O
RB ADVP O O
the DT B-NP O
alternative JJ I-NP O
names NNS I-NP O
Langobards NP I-NP O
and CC I-NP O
Longobards NP I-NP O
) ) O O
were VBD B-VP O
a DT B-NP B-GENUS
Germanic JJ B-NP B-HYPER
people NNS I-NP I-HYPER
RB ADVP O O
from IN B-PP O
Northern NP I-PP O
Europe NP I-PP O
who WP B-NP O
settled VVD B-VP O
in IN B-PP O
the DT I-PP O
valley NN I-PP O
of IN I-PP O
the DT I-PP O
Danube NP I-PP O
and CC O O
from IN B-PP O
there EX I-PP O
invaded VVD B-VP O
Byzantine JJ B-NP O
Italy NP I-NP O
in IN B-PP O
568 CD I-PP O
