-DOCSTART- -X- -X- O
, , O O
or CC O O
a DT B-NP O
bribe NN I-NP O
. SENT O O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
proven JJ B-NP B-HYPER
proposition NN I-NP I-HYPER
which WDT B-NP O
is VBZ B-VP O
used VVN I-VP O
as IN B-PP O
a DT I-PP O
stepping VVG I-PP O
stone NN I-PP O
to TO I-PP O
a DT I-PP O
larger JJR I-PP O
result NN I-PP O
RB ADVP O O
than IN B-PP O
as IN O O
a DT B-NP O
statement NN I-NP O
JJ ADJP O O
itself PP B-NP O
. . O O

Lempo NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
sort NN I-NP O
of IN B-PP O
fiend NN B-PP B-HYPER
from IN B-PP O
Finnish JJ I-PP O
folklore NN I-PP O
and CC I-PP O
mythology NN I-PP O
, , O O
who WP B-NP O
appears VVZ B-VP O
in IN B-PP O
the DT I-PP O
Kalevala NP I-PP O
. . O O

A DT B-NP O
Lens NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
optical JJ B-NP B-HYPER
device NN I-NP I-HYPER
with IN B-PP O
perfect JJ I-PP O
or CC I-PP O
approximate JJ I-PP O
axial JJ I-PP O
symmetry NN I-PP O
which WDT B-NP O
transmits VVZ B-VP O
and CC I-VP O
refracts VVZ I-VP O
JJ ADJP O O
, , O O
converging VVG B-VP O
or CC I-VP O
diverging VVG I-VP O
the DT B-NP O
beam NN I-NP O
. . O O

The DT I-NP O
Leonids NP I-NP B-TERM
are VBP B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
meteor NN B-NP B-HYPER
shower NN I-NP I-HYPER
associated VVN B-VP O
with IN B-PP O
the DT I-PP O
comet NN I-PP O
Tempel-Tuttle NP B-NP O
. . O O

In IN I-PP O
Classical NP I-PP O
Greek NP I-PP O
, , I-PP O
Lethe NP I-PP B-TERM
( ( O O
/ˈlɛːtʰɛː/ NP B-NP O
; : O O
/ˈliθi/ NP B-NP O
) ) O O
RB ADVP O O
means VVZ B-VP O
forgetfulness NN B-NP B-HYPER
" '' B-NP O
or CC O O
" `` O O
concealment NN B-NP B-HYPER
" '' B-NP O
. . O O

A DT I-NP O
Letter NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
written JJ B-NP B-HYPER
message NN I-NP I-HYPER
from IN B-PP O
one CD I-PP O
person NN I-PP O
to TO I-PP O
another DT I-PP O
. . O O

The DT B-NP O
Levant NP I-NP B-TERM
( ( O O
/ləˈvænt/ NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP O
geographical JJ I-NP O
term NN I-NP O
that WDT I-NP O
denotes VVZ B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
area NN B-NP B-HYPER
in IN B-PP O
Western NP I-PP O
Asia NP I-PP O
, , O O
roughly RB B-VP O
bounded VVN I-VP O
on IN B-PP O
the DT I-PP O
north NN I-PP O
by IN I-PP O
the DT I-PP O
Taurus NP I-PP O
Mountains NP I-PP O
, , O O
on IN B-PP O
the DT I-PP O
south NN I-PP O
by IN I-PP O
the DT I-PP O
Arabian NP I-PP O
Desert NP I-PP O
, , O O
and CC O O
on IN B-PP O
the DT I-PP O
west NN I-PP O
by IN I-PP O
the DT I-PP O
Mediterranean NP I-PP O
Sea NP I-PP O
, , O O
while IN O O
on IN B-PP O
the DT I-PP O
east JJ I-PP O
it PP B-NP O
extends VVZ B-VP O
into IN B-PP O
Upper NP I-PP O
Mesopotamia NP I-PP O
; : O O
RB ADVP O O
, , O O
some DT B-NP O
definitions NNS I-NP O
include VVP B-VP O
nearly RB B-NP O
all RB I-NP O
of IN B-PP O
Mesopotamia NP I-PP O
. . O O

A DT B-NP O
Lexeme NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
abstract JJ B-NP B-HYPER
unit NN I-NP I-HYPER
of IN B-PP O
morphological JJ I-PP O
analysis NN I-PP O
in IN I-PP O
linguistics NNS I-PP O
, , O O
that WDT B-NP O
roughly RB B-VP O
corresponds VVZ I-VP O
to TO I-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
forms NNS I-PP O
taken VVN B-VP O
by IN B-PP O
a DT I-PP O
single JJ I-PP O
word NN I-PP O
. . O O

A DT B-NP O
Lexicographer NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
person NN B-NP B-HYPER
devoted VVN B-VP O
to TO B-PP O
the DT I-PP O
study NN I-PP O
of IN I-PP O
lexicography NN I-PP O
, , O O
RB ADVP O O
an DT B-NP O
author NN I-NP O
of IN B-PP O
a DT I-PP O
dictionary NN I-PP O
. . O O

The DT B-NP O
Lhop NP I-NP B-TERM
or CC I-NP O
Doya NP I-NP O
are VBP B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
tribe NN B-NP B-HYPER
of IN B-PP O
southwest JJS I-PP O
Bhutan NP I-PP O
. . O O

A DT B-NP O
Library NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
collection NN I-NP I-GENUS
of IN B-PP I-GENUS
information NN B-NP B-HYPER
, , O O
sources NNS B-NP B-HYPER
, , O O
resources NNS B-NP B-HYPER
, , O O
and CC O O
services NNS B-NP B-HYPER
: : O O
it PP B-NP O
is VBZ B-VP O
organized VVN I-VP O
for IN B-PP O
use NN I-PP O
and CC O O
maintained VVN B-VP O
by IN B-PP O
a DT I-PP O
public JJ I-PP O
body NN I-PP O
, , O O
an DT B-NP O
institution NN I-NP O
, , O O
or CC O O
a DT B-NP O
private JJ I-NP O
individual NN I-NP O
. . O O

In IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
a DT I-PP O
fluid JJ I-PP O
flow NN I-PP O
JJ ADJP O O
to TO B-PP O
a DT I-PP O
body NN I-PP O
, , O O
the DT B-NP O
Lift-force NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
vector NN B-NP B-HYPER
components NNS I-NP I-HYPER
of IN B-PP O
the NP I-PP O
aerodynamic JJ B-NP O
force NN I-NP O
that WDT B-NP O
is VBZ B-VP O
JJ ADJP O O
to TO B-PP O
the DT I-PP O
flow NN I-PP O
direction NN I-PP O
. . O O

In IN I-PP O
anatomy NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Ligament NN I-NP B-TERM
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
denote VV I-VP O
three CD B-NP O
different JJ I-NP O
types NNS I-NP O
of IN B-PP O
structures NNS B-PP B-GENUS
: : O I-GENUS
Fibrous JJ B-NP B-HYPER
tissue NN I-NP I-HYPER
that WDT B-NP O
connects VVZ B-VP O
bones NNS B-NP O
to TO B-PP O
other JJ I-PP O
bones NNS I-PP O
. . O O

In IN I-PP O
chemistry NN I-PP O
, , O O
a DT B-NP O
Ligand NP I-NP B-TERM
is VBZ B-VP O
RB ADVP O B-GENUS
an DT B-NP I-GENUS
atom NN B-NP B-HYPER
, , O O
ion NN B-NP B-HYPER
, , O O
or CC O O
molecule NN B-NP B-HYPER
( ( B-NP O
see VV B-VP O
RB ADVP O O
: : O O
functional JJ B-NP O
group NN I-NP O
) ) O O
that IN O O
bonds NNS B-NP O
to TO B-PP O
a DT I-PP O
central JJ I-PP O
metal NN I-PP O
, , O O
RB ADVP O O
involving VVG B-VP O
formal JJ B-NP O
donation NN I-NP O
of IN B-PP O
one CD I-PP O
or CC I-PP O
more JJR I-PP O
of IN I-PP O
its PP$ I-PP O
electrons NNS I-PP O
. . O O

In IN I-PP O
biochemistry NN I-PP O
, , O O
a DT B-NP O
Ligase NP I-NP B-TERM
( ( O O
from IN B-PP O
the DT I-PP O
Latin JJ I-PP O
verb NN I-PP O
ligāre NN B-NP O
- : O O
" `` B-NP O
to TO B-PP O
bind NN I-PP O
" '' O O
or CC O O
" `` B-NP O
to TO B-PP O
glue NN I-PP O
RB ADVP O O
" '' O O
) ) O O
is VBZ B-VP O
an DT B-NP B-GENUS
enzyme NN B-NP B-HYPER
that WDT B-NP O
can MD B-VP O
catalyse VV I-VP O
the DT B-NP O
joining VVG I-NP O
of IN B-PP O
the DT I-PP O
sugar NN I-PP O
phosphate NN I-PP O
backbones NNS I-PP O
of IN I-PP O
Okazaki NP I-PP O
fragments NNS I-PP O
of IN I-PP O
DNA NP I-PP O
. . O O

In IN I-PP O
a DT I-PP O
scientific JJ I-PP O
context NN I-PP O
, , O O
the DT B-NP O
word NN I-NP O
Light NN I-NP B-TERM
is VBZ B-VP O
sometimes RB I-VP O
used VVN I-VP O
to TO I-VP O
refer VV I-VP O
to TO B-PP O
the DT B-PP B-GENUS
entire NN I-PP I-GENUS
electromagnetic JJ B-NP B-HYPER
spectrum NN I-NP I-HYPER
. . O O

A DT B-NP O
Lighthouse NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
tower NN B-NP B-HYPER
, , O O
building NN B-NP B-HYPER
, , O O
or CC O O
framework NN B-NP B-HYPER
designed VVN B-VP O
to TO I-VP O
emit VV I-VP O
light NN B-NP O
from IN B-PP O
a DT I-PP O
system NN I-PP O
of IN I-PP O
lamps NNS I-PP O
and CC I-PP O
lenses NNS I-PP O
or CC O O
, , O O
in IN B-PP O
older JJR I-PP O
times NNS I-PP O
, , O O
from IN B-PP O
a DT I-PP O
fire NN I-PP O
and CC O O
used VVN B-VP O
as IN B-PP O
an DT I-PP O
aid NN I-PP O
to TO I-PP O
navigation NN I-PP O
and CC O O
to TO B-PP O
pilots NNS I-PP O
at IN I-PP O
sea NN I-PP O
. . O O

In IN I-PP O
Roman NP I-PP O
Catholic NP I-PP O
theology NN I-PP O
, , O O
Limbo NP B-NP B-TERM
( ( O O
Latin NP B-NP O
limbus NN I-NP O
, , I-NP O
edge NN I-NP O
or CC I-NP O
boundary NN I-NP O
, , O O
referring VVG B-VP O
to TO B-PP O
the DT I-PP O
" `` I-PP O
edge NN I-PP O
" '' O O
of IN B-PP O
Hell NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
afterlife NN B-NP B-HYPER
condition NN I-NP I-HYPER
of IN B-PP O
those DT I-PP O
who WP B-NP O
die VVP B-VP O
in IN B-PP O
original JJ I-PP O
sin NN I-PP O
without IN I-PP O
being VBG B-VP O
assigned VVN I-VP O
to TO B-PP O
the DT I-PP O
Hell NN I-PP O
of IN I-PP O
the DT I-PP O
damned RB I-PP O
( ( O O
gehenna NN B-NP O
) ) O O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
the DT B-NP O
concept NN I-NP O
of IN B-PP O
a DT I-PP O
" `` I-PP O
Limit NP I-PP B-TERM
" '' O O
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
describe VV I-VP O
the DT B-NP B-GENUS
behavior NN B-NP B-HYPER
of IN B-PP I-HYPER
a DT I-PP I-HYPER
function NN I-PP I-HYPER
as NNS B-PP O
its PP$ B-NP O
argument NN I-NP O
either CC O O
" `` O O
gets VVZ B-VP O
close NN B-NP O
" '' O O
to TO B-PP O
some DT I-PP O
point NN I-PP O
, , O O
or CC O O
as IN O O
the DT B-NP O
argument NN I-NP O
becomes VVZ B-VP O
RB ADJP O O
JJ ADJP O O
. . O O

In IN I-PP O
computer NN I-PP O
science NN I-PP O
, , O O
a DT B-NP O
Linker NN I-NP B-TERM
or CC I-NP O
link NN I-NP O
editor NN I-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
program NN B-NP B-HYPER
that WDT B-NP O
takes VVZ B-VP O
one CD B-NP O
or CC I-NP O
more JJR I-NP O
objects NNS I-NP O
generated VVN B-VP O
by IN B-PP O
compilers NNS I-PP O
and CC O O
assembles VVZ B-VP O
them PP B-NP O
into IN B-PP O
a DT I-PP O
single JJ I-PP O
executable JJ I-PP O
program NN I-PP O
. . O O

In IN I-PP O
computer NN I-PP O
programming NN I-PP O
, , O O
Lint NP B-NP B-TERM
was VBD B-VP O
the DT B-NP O
name NN I-NP O
originally RB B-VP O
given VVN I-VP O
to TO B-PP O
a DT B-PP B-GENUS
particular NN I-PP I-GENUS
program NN B-NP B-HYPER
that WDT B-NP O
flagged VVD B-VP O
suspicious JJ B-NP O
and CC I-NP O
non-portable JJ I-NP O
constructs NNS I-NP O
( ( O O
JJ ADJP O O
to TO B-VP O
be VB I-VP O
bugs NNS B-NP O
) ) O O
in IN B-PP O
C NP I-PP O
language NN I-PP O
source NN I-PP O
code NN I-PP O
. . O O

A DT I-NP O
Liqueur NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
sweet NN I-NP I-GENUS
alcoholic JJ B-NP B-HYPER
beverage NN I-NP I-HYPER
, , O O
RB ADVP O O
flavored VVN B-VP O
with IN B-PP O
fruits NNS I-PP O
, , I-PP O
herbs NNS I-PP O
, , I-PP O
spices NNS I-PP O
, , I-PP O
flowers NNS I-PP O
, , I-PP O
seeds NNS I-PP O
, , I-PP O
roots NNS I-PP O
, , I-PP O
plants NNS I-PP O
, , I-PP O
barks NNS I-PP O
, , O O
and CC O O
RB ADVP O O
cream NN B-NP O
. . O O

Lisp NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
computer NN B-PP B-GENUS
programming VVG B-VP B-HYPER
languages NNS B-NP I-HYPER
with IN B-PP O
a DT I-PP O
long JJ I-PP O
history NN I-PP O
and CC O O
a DT B-NP O
distinctive JJ I-NP O
, , I-NP O
fully RB I-NP O
parenthesized VVN I-NP O
syntax NN I-NP O
. . O O

The DT I-NP O
Litre NN I-NP B-TERM
or CC I-NP O
liter NN I-NP O
( ( O O
see VV B-VP O
spelling VVG B-NP O
differences NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
of IN B-PP I-HYPER
volume NN B-NP I-HYPER
. . O O

Titus NP B-NP O
Livius NP I-NP O
( ( O O
traditionally RB B-NP O
59 CD I-NP O
BC NP I-NP O
- : O O
AD NP B-NP O
17 CD I-NP O
) ) O O
, , O O
known VVN B-VP O
as IN B-PP O
Livy NP I-PP B-TERM
in IN I-PP O
English NP I-PP O
, , O O
was VBD B-VP O
a DT B-NP B-GENUS
Roman NPS I-NP I-GENUS
historian NN B-NP B-HYPER
who WP B-NP O
wrote VVD B-VP O
a DT B-NP O
monumental JJ I-NP O
history NN I-NP O
of IN B-PP O
Rome NP I-PP O
, , O O
Ab NP B-NP O
Urbe NP I-NP O
Condita NP I-NP O
, , O O
from IN B-PP O
its PP$ I-PP O
founding NN I-PP O
( ( O O
traditionally RB B-VP O
dated VVN I-VP O
to TO B-PP O
753 CD I-PP O
BC NP I-PP O
) ) I-PP O
through IN I-PP O
the DT I-PP O
reign NN I-PP O
of IN I-PP O
Augustus NP I-PP O
in IN I-PP O
Livy NP I-PP O
's POS I-PP O
own JJ B-NP O
time NN I-NP O
. . O O

The DT I-NP O
Llama NP I-NP B-TERM
( ( O O
Lama NP B-NP O
glama NP I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
South NP I-NP I-GENUS
American NP I-NP I-GENUS
camelid NN B-NP B-HYPER
, , O O
RB ADVP O O
used VVN B-VP O
as IN B-PP O
a DT I-PP O
pack NN I-PP O
animal NN I-PP O
by IN I-PP O
the DT I-PP O
Incas NP I-PP O
and CC O O
other JJ B-NP O
natives NNS I-NP O
of IN B-PP O
the DT I-PP O
Andes NP I-PP O
mountains NNS I-PP O
. . O O

Lleida NP B-NP O
( ( O O
Standard NP B-NP O
Central NP I-NP O
Catalan NP I-NP O
/ˈʎejðə/ NP I-NP O
or CC O O
North-Western NP B-NP O
Catalan NP I-NP O
/ˈʎejðɛ/ NN I-NP O
; : O O
Castillian NP B-NP O
Lérida NP I-NP O
/ˈleɾiða/ NN I-NP O
, , O O
RB ADVP O O
RB ADVP O O
referred VVN B-VP O
as IN B-PP O
Lleida NP I-PP B-TERM
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
city NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
west NN I-PP O
of IN I-PP O
Catalonia NP I-PP O
, , O O
Spain NP B-NP O
. . O O

The DT I-NP O
Loa NP I-NP B-TERM
( ( O O
RB ADVP O O
Lwa NP B-NP O
or CC I-NP O
L'wha NP I-NP O
) ) O O
are VBP B-VP O
the DT B-NP B-GENUS
spirits NNS B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Vodou NP I-PP O
religion NN I-PP O
practiced VVD B-VP O
in IN B-PP O
Haiti NP I-PP O
, , O O
and CC O O
other JJ B-NP O
parts NNS I-NP O
of IN B-PP O
the DT I-PP O
world NN I-PP O
. . O O

A DT B-NP O
Loch NP I-NP B-TERM
( ( O O
RB ADVP O O
Lough NP B-NP O
as IN B-PP O
a DT I-PP O
name NN I-PP O
element NN I-PP O
outside IN I-PP O
Scotland NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
body NN B-NP B-HYPER
of IN B-PP I-HYPER
water NN B-NP I-HYPER
which WDT B-NP O
is VBZ B-VP O
RB ADVP O O
a DT B-NP O
lake NN I-NP O
or CC O O
a DT B-NP O
sea NN I-NP O
inlet NN I-NP O
, , O O
which WDT B-NP O
may MD B-VP O
be VB I-VP O
RB ADVP O O
a DT B-NP O
firth NN I-NP O
, , I-NP O
fjord NN I-NP O
, , I-NP O
estuary NN I-NP O
or CC I-NP O
bay NN I-NP O
. . O O

A DT I-NP O
Locomotive NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
railway NN I-NP I-GENUS
vehicle NN B-NP B-HYPER
that WDT B-NP O
provides VVZ B-VP O
the DT B-NP O
motive NN I-NP O
power NN I-NP O
for IN B-PP O
a DT I-PP O
train NN I-PP O
. . O O

The DT B-NP O
word NN I-NP O
Locus NP I-NP B-TERM
( ( O O
plural JJ B-NP O
loci NNS I-NP O
) ) O O
is VBZ B-VP O
JJ ADJP O O
for IN B-PP O
" '' O B-GENUS
place NN B-NP B-HYPER
" '' B-NP O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
the DT B-NP O
Logarithm NP I-NP B-TERM
of IN B-PP O
a DT I-PP O
number NN I-PP O
to TO I-PP O
a DT I-PP O
given VVN I-PP O
base NN I-PP O
is VBZ B-VP O
the DT B-NP B-GENUS
power NN B-NP B-HYPER
or CC B-NP O
exponent NN B-NP B-HYPER
to TO B-PP O
which WDT I-PP O
the DT B-NP O
base NN I-NP O
must MD B-VP O
be VB I-VP O
raised VVN I-VP O
in IN B-PP O
order NN I-PP O
to TO B-VP O
produce VV I-VP O
the DT B-NP O
number NN I-NP O
. . O O

Loglan NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
constructed VVN I-NP I-GENUS
language NN B-NP B-HYPER
originally RB B-VP O
designed VVN I-VP O
for IN B-PP O
linguistic JJ I-PP O
research NN I-PP O
, , O O
RB ADVP O O
for IN B-PP O
investigating VVG B-VP O
the DT B-NP O
Sapir-Whorf NP I-NP O
Hypothesis NP I-NP O
. . O O

The DT I-NP O
Lombards NP I-NP B-TERM
( ( O O
Latin NP B-NP O
Langobardi NP I-NP O
, , O O
RB ADVP O O
the DT B-NP O
alternative JJ I-NP O
names NNS I-NP O
Langobards NP I-NP O
and CC I-NP O
Longobards NP I-NP O
) ) O O
were VBD B-VP O
a DT B-NP B-GENUS
Germanic JJ B-NP B-HYPER
people NNS I-NP I-HYPER
RB ADVP O O
from IN B-PP O
Northern NP I-PP O
Europe NP I-PP O
who WP B-NP O
settled VVD B-VP O
in IN B-PP O
the DT I-PP O
valley NN I-PP O
of IN I-PP O
the DT I-PP O
Danube NP I-PP O
and CC O O
from IN B-PP O
there EX I-PP O
invaded VVD B-VP O
Byzantine JJ B-NP O
Italy NP I-NP O
in IN B-PP O
568 CD I-PP O
under IN I-PP O
the DT I-PP O
leadership NN I-PP O
of IN I-PP O
Alboin NP I-PP O
. . O O

As IN I-PP O
an DT I-PP O
abstract JJ I-PP O
concept NN I-PP O
Love NN I-PP B-TERM
RB ADVP O O
refers VVZ B-VP O
to TO B-PP O
a DT B-PP B-GENUS
strong JJ I-PP I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
feeling NN B-NP B-HYPER
towards IN B-PP O
another DT I-PP O
person NN I-PP O
. . O O

RB ADVP O O
, , O O
Luftwaffe NP B-NP B-TERM
is VBZ B-VP O
RB ADVP O O
the DT B-NP O
name NN I-NP O
of IN B-PP O
the NP B-PP B-GENUS
Swiss NP B-NP B-HYPER
Air NP I-NP I-HYPER
Force NP I-NP I-HYPER
in IN B-PP O
German NP I-PP O
( ( O O
Forces NP B-NP O
aériennes NP I-NP O
suisses NNS I-NP O
in IN B-PP O
French NP I-PP O
and CC I-PP O
Forze NP I-PP O
Aeree NP I-PP O
Svizzere NP I-PP O
in IN I-PP O
JJ ADJP O O
) ) O O
. . O O

A DT I-NP O
Lunatic NP I-NP B-TERM
( ( O O
RB ADVP O O
: : O O
" `` O O
JJ ADJP O O
" '' O O
or CC O O
" `` O O
loon NN B-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
commonly RB I-NP O
used VVN I-NP O
term NN I-NP O
for IN B-PP O
a DT B-PP B-GENUS
person NN B-PP B-HYPER
who WP B-NP O
is VBZ B-VP O
RB ADJP O O
RB ADJP O O
, , O O
dangerous JJ B-NP O
, , I-NP O
foolish JJ I-NP O
or CC I-NP O
unpredictable JJ I-NP O
: : O O
a DT B-NP O
condition NN I-NP O
RB ADVP O O
called VVD B-VP O
lunacy NN B-NP O
. . O O

The DT I-NP O
Lupercal NP I-NP B-TERM
( ( O O
" `` B-NP O
lupa NP I-NP O
" '' I-NP O
, , I-NP O
Latin JJ I-NP O
for IN B-PP O
she-wolf NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
cave NN B-NP B-HYPER
at IN B-PP O
the DT I-PP O
foot NN I-PP O
of IN I-PP O
the DT I-PP O
Palatine JJ I-PP O
Hill NP I-PP O
in IN I-PP O
Rome NP I-PP O
, , O O
between IN B-PP O
the DT I-PP O
Temple NP I-PP O
of IN I-PP O
Apollo NP I-PP O
Palatinus NP I-PP O
and CC O O
the DT B-NP O
Basilica NP I-NP O
of IN B-PP O
Santa NP I-PP O
Anastasia NP I-PP O
. . O O

The DT B-NP O
Lupercalia NP I-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
possibly RB B-NP I-GENUS
pre-Roman NP I-NP I-GENUS
pastoral JJ B-NP B-HYPER
festival NN I-NP I-HYPER
, , O O
observed VVN B-VP O
on IN B-PP O
February NP I-PP O
13 CD I-PP O
through IN I-PP O
February NP I-PP O
15 CD I-PP O
to TO B-VP O
avert VV I-VP O
evil JJ B-NP O
spirits NNS I-NP O
and CC O O
purify VV B-VP O
the DT B-NP O
city NN I-NP O
, , O O
releasing VVG B-VP O
health NN B-NP O
and CC I-NP O
fertility NN I-NP O
. . O O

Lusitania NN I-NP B-TERM
was VBD B-VP O
an DT B-NP B-GENUS
ancient NN I-NP I-GENUS
Roman JJ B-NP B-HYPER
province NN I-NP I-HYPER
including VVG B-VP O
RB ADVP O O
RB ADVP O O
of IN B-PP O
modern JJ I-PP O
Portugal NP I-PP O
south NN I-PP O
of IN I-PP O
the DT I-PP O
Douro NP I-PP O
river NN I-PP O
, , O O
and CC O O
part NN B-NP O
of IN B-PP O
modern JJ I-PP O
Spain NP I-PP O
( ( O O
the DT B-NP O
present JJ I-NP O
autonomous JJ I-NP O
community NN I-NP O
of IN B-PP O
Extremadura NP I-PP O
and CC O O
a DT B-NP O
small JJ I-NP O
part NN I-NP O
of IN B-PP O
the DT I-PP O
province NN I-PP O
of IN I-PP O
Salamanca NP I-PP O
) ) O O
. . O O

A DT B-NP O
Lynx NP I-NP B-TERM
is VBZ B-VP O
any DT B-NP O
of IN B-PP O
four CD B-PP B-GENUS
medium-sized JJ I-PP I-GENUS
wild JJ B-NP B-HYPER
cats NNS I-NP I-HYPER
. . O O

In IN B-PP O
physics NN I-PP O
, , O O
M-theory NP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
proposal NN B-NP B-HYPER
that WDT B-NP O
unifies VVZ B-VP O
the DT B-NP O
five CD I-NP O
ten-dimensional JJ I-NP O
superstring NN I-NP O
theories NNS I-NP O
as IN B-PP O
limits NNS I-PP O
of IN I-PP O
a DT I-PP O
single JJ I-PP O
11-dimensional JJ I-PP O
theory NN I-PP O
. . O O

In IN I-PP O
cryptography NN I-PP O
, , O O
MD5 NP B-NP B-TERM
( ( I-NP O
Message-Digest NP I-NP O
algorithm NN I-NP O
5 CD I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
widely RB I-NP I-GENUS
used VVN B-VP I-GENUS
, , O I-GENUS
partially RB B-NP I-GENUS
insecure JJ I-NP I-GENUS
cryptographic JJ B-NP B-HYPER
hash NN I-NP I-HYPER
function NN I-NP I-HYPER
with IN B-PP O
a DT I-PP O
128-bit JJ I-PP O
hash NN I-PP O
value NN I-PP O
. . O O

Multipurpose JJ B-NP O
Internet NP I-NP O
Mail NP I-NP O
Extensions NP I-NP O
( ( O O
MIME NP B-NP B-TERM
) ) O O
is VBZ B-VP O
an DT B-NP B-GENUS
Internet NN B-NP B-HYPER
standard NN I-NP I-HYPER
that WDT B-NP O
extends VVZ B-VP O
the DT B-NP O
format NN I-NP O
of IN B-PP O
e-mail NP I-PP O
to TO B-VP O
support VV I-VP O
text NN B-NP O
in IN B-PP O
character NN I-PP O
sets NNS I-PP O
JJ ADJP O O
than IN B-PP O
US-ASCII NP I-PP O
; : O O
non-text NN B-NP O
attachments NNS I-NP O
; : O O
message NN B-NP O
bodies NNS I-NP O
with IN B-PP O
multiple JJ I-PP O
parts NNS I-PP O
; : O O
and CC O O
header NN B-NP O
information NN I-NP O
in IN B-PP O
non-ASCII NP I-PP O
character NN I-PP O
sets NNS I-PP O
. . O O

ML NN B-NP B-TERM
refers VVZ B-VP O
to TO I-VP O
Major NP B-NP B-GENUS
League NP B-NP B-HYPER
Baseball NP I-NP I-HYPER
. . O O

MMIX NN B-NP B-TERM
( ( O O
pronounced JJ B-NP O
em-mix NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
64-bit JJ I-NP I-GENUS
RISC NP I-NP I-GENUS
instruction NN B-NP B-HYPER
set VVN B-VP I-HYPER
architecture NN B-NP I-HYPER
( ( O O
ISA NP B-NP O
) ) O O
designed VVN B-VP O
by IN B-PP O
Donald NP I-PP O
Knuth NP I-PP O
, , O O
with IN B-PP O
significant JJ I-PP O
contributions NNS I-PP O
by IN I-PP O
John NP I-PP O
L. NP I-PP O
Hennessy NP I-PP O
( ( O O
who WP B-NP O
contributed VVD B-VP O
to TO B-PP O
the DT I-PP O
design NN I-PP O
of IN I-PP O
the DT I-PP O
MIPS NP I-PP O
processor NN I-PP O
) ) O O
and CC O O
Richard NP B-NP O
. . O O

JJ ADJP O O
Layer NP B-NP O
3 CD I-NP O
, , I-NP O
more RBR I-NP O
commonly RB B-VP O
referred VVN I-VP O
to TO B-PP O
as IN I-PP O
MP3 NP I-PP B-TERM
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
digital NN I-NP I-GENUS
JJ ADJP O B-HYPER
encoding VVG B-VP I-HYPER
format NN B-NP I-HYPER
using VVG B-VP O
a DT B-NP O
form NN I-NP O
of IN B-PP O
lossy JJ I-PP O
data NNS I-PP O
compression NN I-PP O
. . O O

A DT I-NP O
MUSH NP I-NP B-TERM
( ( O O
RB ADVP O O
said VVD B-VP O
to TO I-VP O
be VB I-VP O
an DT B-NP O
